TQI_ITT,JACS 2.0,LEV_1,LEV_2,LEV_3
0,W632,H,38,100
0,W640,H,38,100
0,W690,H,38,100
0,W700,H,38,102
0,W710,H,38,102
0,W711,H,38,102
0,W712,H,38,102
0,W713,H,38,102
0,W714,H,38,102
0,W715,H,38,102
0,W720,H,38,102
0,W721,H,38,102
0,W722,H,38,102
0,W723,H,38,102
0,W730,H,38,102
0,W731,H,38,102
0,W732,H,38,102
0,W733,H,38,102
0,W734,H,38,102
0,W740,H,38,102
0,W750,H,38,102
0,W751,H,38,102
0,W752,H,38,102
0,W753,H,38,102
0,W760,H,38,102
0,W761,H,38,102
0,W762,H,38,102
0,W770,H,38,102
0,W771,H,38,102
0,W780,H,38,102
0,W781,H,38,102
0,W782,H,38,102
0,W790,H,38,102
0,W800,H,38,101
0,W810,H,38,101
0,W820,H,38,101
0,W830,H,38,101
0,W890,H,38,101
0,W900,H,38,102
0,W990,H,38,102
0,X000,I,40,106
0,X100,I,39,103
0,X110,I,39,103
0,X120,I,39,103
0,X121,I,39,103
0,X122,I,39,103
0,X130,I,39,103
0,X131,I,39,103
0,X132,I,39,103
0,X140,I,39,103
0,X141,I,39,103
0,X142,I,39,103
0,X150,I,39,103
0,X151,I,39,103
0,X160,I,39,103
0,X161,I,39,103
0,X162,I,39,103
0,X190,I,39,103
0,X200,I,40,104
0,X210,I,40,104
0,X220,I,40,104
0,X290,I,40,104
0,X300,I,40,105
0,X310,I,40,105
0,X320,I,40,105
0,X330,I,40,105
0,X340,I,40,105
0,X341,I,40,105
0,X342,I,40,105
0,X350,I,40,105
0,X360,I,40,105
0,X370,I,40,105
0,X390,I,40,105
0,X900,I,40,106
0,X990,I,40,106
0,Y000,J,41,107
1,,K,42,108
